date,observed,trend,seasonal,resid
2020-05-17,0.0,36128.232857142844,-100977.26519854026,64849.03234139742
2020-05-18,3811.3500000000004,74336.22285714284,43850.4095355246,-114375.28239266743
2020-05-19,92250.49999999999,59375.93714285714,38414.599230450534,-5540.036373307688
2020-05-20,28117.31,59375.93714285714,41795.18525610053,-73053.81239895767
2020-05-21,285100.15,59375.93714285714,67658.82526623465,158065.3875909082
2020-05-22,6352.25,58831.45857142857,20801.18047695594,-73280.3890483845
2020-05-23,0.0,171204.23714285714,-111542.93456672598,-59661.30257613116
2020-05-24,0.0,179509.57714285713,-100977.26519854026,-78532.31194431687
2020-05-25,0.0,143582.78285714285,43850.4095355246,-187433.19239266746
2020-05-26,878859.9500000001,150842.49714285714,38414.599230450534,689602.8536266923
2020-05-27,86254.6899999999,150842.49714285714,41795.18525610053,-106382.99239895778
2020-05-28,33612.590000000004,150842.49714285714,67658.82526623465,-184888.73240909178
2020-05-29,57170.24999999999,194503.76142857142,20801.18047695594,-158134.69190552738
2020-05-30,0.0,78334.28714285711,-111542.93456672598,33208.64742386887
2020-05-31,0.0,192617.8928571428,-100977.26519854026,-91640.62765860255
2020-06-01,305628.85,229738.94999999995,43850.4095355246,32039.49046447542
2020-06-02,65673.63,224984.39285714284,38414.599230450534,-197725.36208759336
2020-06-03,886239.9299999998,224984.39285714284,41795.18525610053,619460.3518867565
2020-06-04,293459.9900000001,224984.39285714284,67658.82526623465,816.7718766226171
2020-06-05,23888.35,184317.50428571427,20801.18047695594,-181230.33476267022
2020-06-06,0.0,187077.28285714283,-111542.93456672598,-75534.34829041685
2020-06-07,0.0,62177.508571428574,-100977.26519854026,38799.75662711169
2020-06-08,20960.63,44817.96714285713,43850.4095355246,-67707.74667838174
2020-06-09,84992.07999999997,46970.4657142857,38414.599230450534,-392.9849447362649
2020-06-10,11941.509999999998,46970.4657142857,41795.18525610053,-76824.14097038624
2020-06-11,171943.2,46970.4657142857,67658.82526623465,57313.90901947966
2020-06-12,38955.83999999999,43976.08999999999,20801.18047695594,-25821.43047695594
2020-06-13,0.0,54389.64857142856,-111542.93456672598,57153.28599529742
2020-06-14,0.0,53631.93714285713,-100977.26519854026,47345.32805568313
2020-06-15,0.0,43175.438571428545,43850.4095355246,-87025.84810695314
2020-06-16,157886.98999999993,199724.7328571428,38414.599230450534,-80252.34208759341
2020-06-17,6637.530000000001,199724.7328571428,41795.18525610053,-234882.38811324333
2020-06-18,98747.70999999992,199724.7328571428,67658.82526623465,-168635.84812337754
2020-06-19,1134800.8999999997,338478.01285714284,20801.18047695594,775521.7066659009
2020-06-20,0.0,406821.01428571425,-111542.93456672598,-295278.0797189883
2020-06-21,0.0,424440.1671428571,-100977.26519854026,-323462.9019443168
2020-06-22,971272.96,417184.88714285713,43850.4095355246,510237.6633216183
2020-06-23,636288.0,271267.64999999997,38414.599230450534,326605.7507695495
2020-06-24,129971.59999999998,316685.24999999994,41795.18525610053,-228508.8352561005
2020-06-25,47960.75,316685.24999999994,67658.82526623465,-336383.3252662346
2020-06-26,113380.24,192665.26571428572,20801.18047695594,-100086.20619124165
2020-06-27,317923.2,129846.45285714284,-111542.93456672598,299619.68170958315
2020-06-28,0.0,133071.08142857143,-100977.26519854026,-32093.816230031167
2020-06-29,103133.06999999993,126219.5457142857,43850.4095355246,-66936.88524981038
2020-06-30,196556.31000000003,155390.4342857143,38414.599230450534,2751.2764838352014
2020-07-01,152544.0,109972.83428571429,41795.18525610053,775.9804581851859
2020-07-02,0.0,109972.83428571429,67658.82526623465,-177631.65955194895
2020-07-03,317576.4600000001,129363.76285714286,20801.18047695594,167411.5166659013
2020-07-04,0.0,108952.63,-111542.93456672598,2590.304566725972
2020-07-05,0.0,179500.57428571425,-100977.26519854026,-78523.30908717398
2020-07-06,238869.57,179500.57428571425,43850.4095355246,15518.586178761157
2020-07-07,53678.37999999999,134132.50857142854,38414.599230450534,-118868.72780187908
2020-07-08,646379.6099999998,134132.50857142854,41795.18525610053,470451.91617247066
