id,create_uid,code,create_date,reconcile,deprecated,company_id,write_uid,currency_id,note,internal_type,write_date,user_type_id,last_time_entries_checked,name,wtaxf
514,1,1.2.1.04.002,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,6,,Amort.Acum. Investigación y desarrollo,
515,1,1.2.1.05.001,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,6,,Amort.Acum. Equipos de Computación,
516,1,1.2.1.06.001,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,6,,Amort.Acum. Maquinaria producción,
517,1,2.1.2.05.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,9,,La Estrella a Pagar,
518,1,2.1.2.06.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,9,,Otras Leyes Soc. a Pagar,
519,1,2.1.3.01.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,9,,Ingresos Brutos a Pagar,
520,1,2.1.3.01.001,3/8/18 20:34,FALSE,FALSE,1,8,,,other,11/28/19 18:10,9,,IIIBB a Pagar CABA,cashin_out
521,1,2.1.3.01.002,3/8/18 20:34,FALSE,FALSE,1,8,,,other,5/7/19 15:29,9,,IIBB a Pagar PBA,
522,1,2.1.3.02.000,3/8/18 20:34,FALSE,FALSE,1,6,,,other,6/11/19 19:51,9,,IVA a Pagar,cashin_out
523,1,2.1.3.03.000,3/8/18 20:34,FALSE,FALSE,1,8,,,other,7/21/20 16:25,9,,Impuesto a las ganancias a pagar,cashin_out
524,1,2.1.4.01.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,9,,Préstamos y Acuerdos Bancarios,
525,1,2.1.5.01.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,9,,Socio 1 Cta. Part.,
526,1,2.1.5.02.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,9,,Socio 2 Cta. Part.,
527,1,2.1.5.03.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,9,,Socio 3 Cta. Part.,
528,1,2.1.6.01.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,9,,IVA Débito Fiscal,
529,1,2.1.6.02.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,9,,IVA Resp.No Inscripto,
530,1,2.1.6.03.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,9,,Alquileres a Pagar,
531,1,2.1.6.04.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,9,,Seguros a Pagar,
532,1,2.1.6.05.000,3/8/18 20:34,FALSE,FALSE,1,8,,,other,9/20/19 15:14,10,,Préstamos de largo plazo BICE,
533,1,3.1.1.01.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,11,,Capital Social,
534,1,3.1.1.02.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,11,,Ajuste al Capital,
535,1,3.1.1.03.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,11,,Prima de emisión,
536,1,3.1.2.01.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,11,,Reserva Legal,
537,1,3.1.2.02.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,11,,Aportes,
538,1,3.1.3.01.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,11,,Resultado del Ejercicio,
539,1,3.1.3.02.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,11,,Resultados No Asignados,
540,1,3.1.3.03.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,11,,Ajuste Ejercicios Anteriores,
541,1,4.1.2.01.000,3/8/18 20:34,FALSE,FALSE,1,6,,,other,2/12/19 18:01,16,,Descuentos Obtenidos,
543,1,4.1.2.03.000,3/8/18 20:34,FALSE,FALSE,1,6,,,other,2/12/19 19:45,13,,Intereses Ganados,
